unit_id,received_dttm,predicted_response_time_seconds,actual_response_time_seconds,call_type,call_type_group,original_priority,unit_type,station_area,battalion,neighborhood_district,zipcode_of_incident,on_scene_dttm,raw_predict_payload,normalized_predict_payload,raw_actual_payload,normalized_actual_payload
E12,2026-01-01T02:04:06.000,454.21838,643,Medical Incident,Potentially Life-Threatening,3,ENGINE,24,B06,Twin Peaks,94131,2026-01-01T02:14:49.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E12"", ""unit_type"": ""ENGINE"", ""station_area"": ""24"", ""battalion"": ""B06"", ""neighborhood_district"": ""Twin Peaks"", ""zipcode_of_incident"": ""94131"", ""received_dttm"": ""2026-01-01T02:04:06.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E12"", ""unit_type"": ""ENGINE"", ""station_area"": ""24"", ""battalion"": ""B06"", ""neighborhood_district"": ""Twin Peaks"", ""zipcode_of_incident"": ""94131"", ""received_dttm"": ""2026-01-01T02:04:06.000""}","{""unit_id"": ""E12"", ""received_dttm"": ""2026-01-01T02:04:06.000"", ""on_scene_dttm"": ""2026-01-01T02:14:49.000""}","{""unit_id"": ""E12"", ""received_dttm"": ""2026-01-01T02:04:06.000"", ""on_scene_dttm"": ""2026-01-01T02:14:49.000""}"
E02,2026-01-01T11:40:27.000,450.4991,482,Alarms,Alarm,3,ENGINE,2,B01,Nob Hill,94133,2026-01-01T11:48:29.000,"{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E02"", ""unit_type"": ""ENGINE"", ""station_area"": ""2"", ""battalion"": ""B01"", ""neighborhood_district"": ""Nob Hill"", ""zipcode_of_incident"": ""94133"", ""received_dttm"": ""2026-01-01T11:40:27.000""}","{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E02"", ""unit_type"": ""ENGINE"", ""station_area"": ""2"", ""battalion"": ""B01"", ""neighborhood_district"": ""Nob Hill"", ""zipcode_of_incident"": ""94133"", ""received_dttm"": ""2026-01-01T11:40:27.000""}","{""unit_id"": ""E02"", ""received_dttm"": ""2026-01-01T11:40:27.000"", ""on_scene_dttm"": ""2026-01-01T11:48:29.000""}","{""unit_id"": ""E02"", ""received_dttm"": ""2026-01-01T11:40:27.000"", ""on_scene_dttm"": ""2026-01-01T11:48:29.000""}"
E43,2026-01-01T11:49:20.000,523.69604,375,Medical Incident,Potentially Life-Threatening,3,ENGINE,43,B09,Excelsior,94112,2026-01-01T11:55:35.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E43"", ""unit_type"": ""ENGINE"", ""station_area"": ""43"", ""battalion"": ""B09"", ""neighborhood_district"": ""Excelsior"", ""zipcode_of_incident"": ""94112"", ""received_dttm"": ""2026-01-01T11:49:20.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E43"", ""unit_type"": ""ENGINE"", ""station_area"": ""43"", ""battalion"": ""B09"", ""neighborhood_district"": ""Excelsior"", ""zipcode_of_incident"": ""94112"", ""received_dttm"": ""2026-01-01T11:49:20.000""}","{""unit_id"": ""E43"", ""received_dttm"": ""2026-01-01T11:49:20.000"", ""on_scene_dttm"": ""2026-01-01T11:55:35.000""}","{""unit_id"": ""E43"", ""received_dttm"": ""2026-01-01T11:49:20.000"", ""on_scene_dttm"": ""2026-01-01T11:55:35.000""}"
T01,2026-01-01T01:49:18.000,464.82306,708,Alarms,Alarm,3,TRUCK,4,B03,Mission Bay,94158,2026-01-01T02:01:06.000,"{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""T01"", ""unit_type"": ""TRUCK"", ""station_area"": ""4"", ""battalion"": ""B03"", ""neighborhood_district"": ""Mission Bay"", ""zipcode_of_incident"": ""94158"", ""received_dttm"": ""2026-01-01T01:49:18.000""}","{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""T01"", ""unit_type"": ""TRUCK"", ""station_area"": ""4"", ""battalion"": ""B03"", ""neighborhood_district"": ""Mission Bay"", ""zipcode_of_incident"": ""94158"", ""received_dttm"": ""2026-01-01T01:49:18.000""}","{""unit_id"": ""T01"", ""received_dttm"": ""2026-01-01T01:49:18.000"", ""on_scene_dttm"": ""2026-01-01T02:01:06.000""}","{""unit_id"": ""T01"", ""received_dttm"": ""2026-01-01T01:49:18.000"", ""on_scene_dttm"": ""2026-01-01T02:01:06.000""}"
T18,2026-01-01T16:04:50.000,514.10297,480,Medical Incident,Potentially Life-Threatening,3,TRUCK,18,B08,Sunset/Parkside,94116,2026-01-01T16:12:50.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""T18"", ""unit_type"": ""TRUCK"", ""station_area"": ""18"", ""battalion"": ""B08"", ""neighborhood_district"": ""Sunset/Parkside"", ""zipcode_of_incident"": ""94116"", ""received_dttm"": ""2026-01-01T16:04:50.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""T18"", ""unit_type"": ""TRUCK"", ""station_area"": ""18"", ""battalion"": ""B08"", ""neighborhood_district"": ""Sunset/Parkside"", ""zipcode_of_incident"": ""94116"", ""received_dttm"": ""2026-01-01T16:04:50.000""}","{""unit_id"": ""T18"", ""received_dttm"": ""2026-01-01T16:04:50.000"", ""on_scene_dttm"": ""2026-01-01T16:12:50.000""}","{""unit_id"": ""T18"", ""received_dttm"": ""2026-01-01T16:04:50.000"", ""on_scene_dttm"": ""2026-01-01T16:12:50.000""}"
E22,2026-01-01T19:21:25.000,464.88452,433,Medical Incident,Potentially Life-Threatening,3,ENGINE,22,B08,Inner Sunset,94122,2026-01-01T19:28:38.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E22"", ""unit_type"": ""ENGINE"", ""station_area"": ""22"", ""battalion"": ""B08"", ""neighborhood_district"": ""Inner Sunset"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T19:21:25.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E22"", ""unit_type"": ""ENGINE"", ""station_area"": ""22"", ""battalion"": ""B08"", ""neighborhood_district"": ""Inner Sunset"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T19:21:25.000""}","{""unit_id"": ""E22"", ""received_dttm"": ""2026-01-01T19:21:25.000"", ""on_scene_dttm"": ""2026-01-01T19:28:38.000""}","{""unit_id"": ""E22"", ""received_dttm"": ""2026-01-01T19:21:25.000"", ""on_scene_dttm"": ""2026-01-01T19:28:38.000""}"
M573,2026-01-01T01:01:17.000,483.5501,676,Medical Incident,Potentially Life-Threatening,3,MEDIC,1,B03,Financial District/South Beach,94103,2026-01-01T01:12:33.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""M573"", ""unit_type"": ""MEDIC"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""Financial District/South Beach"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T01:01:17.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""M573"", ""unit_type"": ""MEDIC"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""Financial District/South Beach"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T01:01:17.000""}","{""unit_id"": ""M573"", ""received_dttm"": ""2026-01-01T01:01:17.000"", ""on_scene_dttm"": ""2026-01-01T01:12:33.000""}","{""unit_id"": ""M573"", ""received_dttm"": ""2026-01-01T01:01:17.000"", ""on_scene_dttm"": ""2026-01-01T01:12:33.000""}"
M589,2026-01-01T02:19:10.000,477.062,822,Medical Incident,Potentially Life-Threatening,3,MEDIC,22,B08,Sunset/Parkside,94122,2026-01-01T02:32:52.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""M589"", ""unit_type"": ""MEDIC"", ""station_area"": ""22"", ""battalion"": ""B08"", ""neighborhood_district"": ""Sunset/Parkside"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T02:19:10.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""M589"", ""unit_type"": ""MEDIC"", ""station_area"": ""22"", ""battalion"": ""B08"", ""neighborhood_district"": ""Sunset/Parkside"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T02:19:10.000""}","{""unit_id"": ""M589"", ""received_dttm"": ""2026-01-01T02:19:10.000"", ""on_scene_dttm"": ""2026-01-01T02:32:52.000""}","{""unit_id"": ""M589"", ""received_dttm"": ""2026-01-01T02:19:10.000"", ""on_scene_dttm"": ""2026-01-01T02:32:52.000""}"
SCRT4,2026-01-01T08:25:33.000,654.66754,2000,Medical Incident,Potentially Life-Threatening,A,CP,13,B03,Tenderloin,94102,2026-01-01T08:58:53.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""A"", ""unit_id"": ""SCRT4"", ""unit_type"": ""CP"", ""station_area"": ""13"", ""battalion"": ""B03"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94102"", ""received_dttm"": ""2026-01-01T08:25:33.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""A"", ""unit_id"": ""SCRT4"", ""unit_type"": ""CP"", ""station_area"": ""13"", ""battalion"": ""B03"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94102"", ""received_dttm"": ""2026-01-01T08:25:33.000""}","{""unit_id"": ""SCRT4"", ""received_dttm"": ""2026-01-01T08:25:33.000"", ""on_scene_dttm"": ""2026-01-01T08:58:53.000""}","{""unit_id"": ""SCRT4"", ""received_dttm"": ""2026-01-01T08:25:33.000"", ""on_scene_dttm"": ""2026-01-01T08:58:53.000""}"
B03,2026-01-01T16:42:30.000,524.149,713,Alarms,Alarm,3,CHIEF,3,B03,Tenderloin,94102,2026-01-01T16:54:23.000,"{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""B03"", ""unit_type"": ""CHIEF"", ""station_area"": ""3"", ""battalion"": ""B03"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94102"", ""received_dttm"": ""2026-01-01T16:42:30.000""}","{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""B03"", ""unit_type"": ""CHIEF"", ""station_area"": ""3"", ""battalion"": ""B03"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94102"", ""received_dttm"": ""2026-01-01T16:42:30.000""}","{""unit_id"": ""B03"", ""received_dttm"": ""2026-01-01T16:42:30.000"", ""on_scene_dttm"": ""2026-01-01T16:54:23.000""}","{""unit_id"": ""B03"", ""received_dttm"": ""2026-01-01T16:42:30.000"", ""on_scene_dttm"": ""2026-01-01T16:54:23.000""}"
E10,2026-01-01T10:29:22.000,418.4409,453,Medical Incident,Potentially Life-Threatening,E,ENGINE,21,B05,Lone Mountain/USF,94117,2026-01-01T10:36:55.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""E"", ""unit_id"": ""E10"", ""unit_type"": ""ENGINE"", ""station_area"": ""21"", ""battalion"": ""B05"", ""neighborhood_district"": ""Lone Mountain/USF"", ""zipcode_of_incident"": ""94117"", ""received_dttm"": ""2026-01-01T10:29:22.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""E"", ""unit_id"": ""E10"", ""unit_type"": ""ENGINE"", ""station_area"": ""21"", ""battalion"": ""B05"", ""neighborhood_district"": ""Lone Mountain/USF"", ""zipcode_of_incident"": ""94117"", ""received_dttm"": ""2026-01-01T10:29:22.000""}","{""unit_id"": ""E10"", ""received_dttm"": ""2026-01-01T10:29:22.000"", ""on_scene_dttm"": ""2026-01-01T10:36:55.000""}","{""unit_id"": ""E10"", ""received_dttm"": ""2026-01-01T10:29:22.000"", ""on_scene_dttm"": ""2026-01-01T10:36:55.000""}"
SCRT4,2026-01-01T17:10:05.000,1348.7101,2555,Citizen Assist / Service Call,Alarm,1,CP,42,B09,Excelsior,94134,2026-01-01T17:52:40.000,"{""call_type"": ""Citizen Assist / Service Call"", ""call_type_group"": ""Alarm"", ""original_priority"": ""1"", ""unit_id"": ""SCRT4"", ""unit_type"": ""CP"", ""station_area"": ""42"", ""battalion"": ""B09"", ""neighborhood_district"": ""Excelsior"", ""zipcode_of_incident"": ""94134"", ""received_dttm"": ""2026-01-01T17:10:05.000""}","{""call_type"": ""Citizen Assist / Service Call"", ""call_type_group"": ""Alarm"", ""original_priority"": ""1"", ""unit_id"": ""SCRT4"", ""unit_type"": ""CP"", ""station_area"": ""42"", ""battalion"": ""B09"", ""neighborhood_district"": ""Excelsior"", ""zipcode_of_incident"": ""94134"", ""received_dttm"": ""2026-01-01T17:10:05.000""}","{""unit_id"": ""SCRT4"", ""received_dttm"": ""2026-01-01T17:10:05.000"", ""on_scene_dttm"": ""2026-01-01T17:52:40.000""}","{""unit_id"": ""SCRT4"", ""received_dttm"": ""2026-01-01T17:10:05.000"", ""on_scene_dttm"": ""2026-01-01T17:52:40.000""}"
M586,2026-01-01T00:25:43.000,897.1378,1234,Medical Incident,Potentially Life-Threatening,2,MEDIC,22,B08,Sunset/Parkside,94122,2026-01-01T00:46:17.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""2"", ""unit_id"": ""M586"", ""unit_type"": ""MEDIC"", ""station_area"": ""22"", ""battalion"": ""B08"", ""neighborhood_district"": ""Sunset/Parkside"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T00:25:43.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""2"", ""unit_id"": ""M586"", ""unit_type"": ""MEDIC"", ""station_area"": ""22"", ""battalion"": ""B08"", ""neighborhood_district"": ""Sunset/Parkside"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T00:25:43.000""}","{""unit_id"": ""M586"", ""received_dttm"": ""2026-01-01T00:25:43.000"", ""on_scene_dttm"": ""2026-01-01T00:46:17.000""}","{""unit_id"": ""M586"", ""received_dttm"": ""2026-01-01T00:25:43.000"", ""on_scene_dttm"": ""2026-01-01T00:46:17.000""}"
B02,2026-01-01T00:02:00.000,532.9716,875,Alarms,Alarm,3,CHIEF,29,B02,Mission,94103,2026-01-01T00:16:35.000,"{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""B02"", ""unit_type"": ""CHIEF"", ""station_area"": ""29"", ""battalion"": ""B02"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T00:02:00.000""}","{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""B02"", ""unit_type"": ""CHIEF"", ""station_area"": ""29"", ""battalion"": ""B02"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T00:02:00.000""}","{""unit_id"": ""B02"", ""received_dttm"": ""2026-01-01T00:02:00.000"", ""on_scene_dttm"": ""2026-01-01T00:16:35.000""}","{""unit_id"": ""B02"", ""received_dttm"": ""2026-01-01T00:02:00.000"", ""on_scene_dttm"": ""2026-01-01T00:16:35.000""}"
E18,2026-01-01T17:09:19.000,371.33673,829,Structure Fire / Smoke in Building,Fire,3,ENGINE,40,B08,Inner Sunset,94122,2026-01-01T17:23:08.000,"{""call_type"": ""Structure Fire / Smoke in Building"", ""call_type_group"": ""Fire"", ""original_priority"": ""3"", ""unit_id"": ""E18"", ""unit_type"": ""ENGINE"", ""station_area"": ""40"", ""battalion"": ""B08"", ""neighborhood_district"": ""Inner Sunset"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T17:09:19.000""}","{""call_type"": ""Structure Fire / Smoke in Building"", ""call_type_group"": ""Fire"", ""original_priority"": ""3"", ""unit_id"": ""E18"", ""unit_type"": ""ENGINE"", ""station_area"": ""40"", ""battalion"": ""B08"", ""neighborhood_district"": ""Inner Sunset"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T17:09:19.000""}","{""unit_id"": ""E18"", ""received_dttm"": ""2026-01-01T17:09:19.000"", ""on_scene_dttm"": ""2026-01-01T17:23:08.000""}","{""unit_id"": ""E18"", ""received_dttm"": ""2026-01-01T17:09:19.000"", ""on_scene_dttm"": ""2026-01-01T17:23:08.000""}"
E01,2026-01-01T00:16:11.000,532.1033,421,Medical Incident,Potentially Life-Threatening,3,ENGINE,35,B03,Financial District/South Beach,94105,2026-01-01T00:23:12.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E01"", ""unit_type"": ""ENGINE"", ""station_area"": ""35"", ""battalion"": ""B03"", ""neighborhood_district"": ""Financial District/South Beach"", ""zipcode_of_incident"": ""94105"", ""received_dttm"": ""2026-01-01T00:16:11.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E01"", ""unit_type"": ""ENGINE"", ""station_area"": ""35"", ""battalion"": ""B03"", ""neighborhood_district"": ""Financial District/South Beach"", ""zipcode_of_incident"": ""94105"", ""received_dttm"": ""2026-01-01T00:16:11.000""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-01-01T00:16:11.000"", ""on_scene_dttm"": ""2026-01-01T00:23:12.000""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-01-01T00:16:11.000"", ""on_scene_dttm"": ""2026-01-01T00:23:12.000""}"
T01,2026-01-01T00:02:00.000,461.84494,557,Alarms,Alarm,3,TRUCK,29,B02,Mission,94103,2026-01-01T00:11:17.000,"{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""T01"", ""unit_type"": ""TRUCK"", ""station_area"": ""29"", ""battalion"": ""B02"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T00:02:00.000""}","{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""T01"", ""unit_type"": ""TRUCK"", ""station_area"": ""29"", ""battalion"": ""B02"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T00:02:00.000""}","{""unit_id"": ""T01"", ""received_dttm"": ""2026-01-01T00:02:00.000"", ""on_scene_dttm"": ""2026-01-01T00:11:17.000""}","{""unit_id"": ""T01"", ""received_dttm"": ""2026-01-01T00:02:00.000"", ""on_scene_dttm"": ""2026-01-01T00:11:17.000""}"
KM113,2026-01-01T11:16:41.000,498.58054,245,Medical Incident,Potentially Life-Threatening,3,PRIVATE,18,B08,Sunset/Parkside,94122,2026-01-01T11:20:46.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""KM113"", ""unit_type"": ""PRIVATE"", ""station_area"": ""18"", ""battalion"": ""B08"", ""neighborhood_district"": ""Sunset/Parkside"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T11:16:41.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""KM113"", ""unit_type"": ""PRIVATE"", ""station_area"": ""18"", ""battalion"": ""B08"", ""neighborhood_district"": ""Sunset/Parkside"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T11:16:41.000""}","{""unit_id"": ""KM113"", ""received_dttm"": ""2026-01-01T11:16:41.000"", ""on_scene_dttm"": ""2026-01-01T11:20:46.000""}","{""unit_id"": ""KM113"", ""received_dttm"": ""2026-01-01T11:16:41.000"", ""on_scene_dttm"": ""2026-01-01T11:20:46.000""}"
M587,2026-01-01T14:17:06.000,928.75726,1597,Citizen Assist / Service Call,Alarm,2,MEDIC,20,B08,Inner Sunset,94131,2026-01-01T14:43:43.000,"{""call_type"": ""Citizen Assist / Service Call"", ""call_type_group"": ""Alarm"", ""original_priority"": ""2"", ""unit_id"": ""M587"", ""unit_type"": ""MEDIC"", ""station_area"": ""20"", ""battalion"": ""B08"", ""neighborhood_district"": ""Inner Sunset"", ""zipcode_of_incident"": ""94131"", ""received_dttm"": ""2026-01-01T14:17:06.000""}","{""call_type"": ""Citizen Assist / Service Call"", ""call_type_group"": ""Alarm"", ""original_priority"": ""2"", ""unit_id"": ""M587"", ""unit_type"": ""MEDIC"", ""station_area"": ""20"", ""battalion"": ""B08"", ""neighborhood_district"": ""Inner Sunset"", ""zipcode_of_incident"": ""94131"", ""received_dttm"": ""2026-01-01T14:17:06.000""}","{""unit_id"": ""M587"", ""received_dttm"": ""2026-01-01T14:17:06.000"", ""on_scene_dttm"": ""2026-01-01T14:43:43.000""}","{""unit_id"": ""M587"", ""received_dttm"": ""2026-01-01T14:17:06.000"", ""on_scene_dttm"": ""2026-01-01T14:43:43.000""}"
